config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
TRPO_default,5,0.00451732156957145,0.000798605517304735,0.0378113113509512,0.0255927087805987,8.557198636,0.0305542113102277
PPO_default,1,0.0673381727857058,NaN,0.0674713435207471,NaN,16.7071258683333,NaN
SAC_default,2,0.175195092707718,0.0127824756611609,0.158879507557487,0.0810573525853115,27.5821018508333,0.284884498625942
