config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
TRPO_default,5,0.0306934969388985,0.0434547980873891,0.0273081460086468,0.0161435723298391,8.54252629533334,0.0572962870322478
PPO_default,1,0.0614156806399318,NaN,0.0451202652065312,NaN,17.01856434,NaN
SAC_default,3,0.245724587364019,0.168094438679206,0.128858500862988,0.122711929326482,27.8336133961111,0.0759843278308576
