config,seed,nEpisodes,nAbort,nAbortCollision,success,K1,K2,K3,K4,K5,K6,K7,K8,K9,T1,T2
PPO_default,0,31,31,0,0,-127.584755911271,1.68233280251863,2.86695364565081,0.331050412195588,0,0.0107674684994273,0.0568767579046801,0.319836029942175,7.46403124099009,13.6651365025442,17.1269792916667
PPO_default,1,31,31,0,0,-69.8468111725749,0.638043095115303,1.68555850400048,0.153707402689127,0,0.0118483412322275,0.0574036577893592,0.176091615266604,3.13293664222522,16.7750450562236,17.1291940066667
PPO_default,2,31,0,0,1,-2.2094865376118,0.0614156806399318,0.439593289075491,0.0451202652065312,0,0,0.511986746989091,0.0465458581618435,30.7853458534641,10.1976236178621,17.01856434
PPO_default,3,31,31,31,0,-140.276519359529,2.93581963845931,3.31891170549631,0.153082625715909,1,0.00849297573435504,0.0653462169731524,0.167899602116945,4.94095623572804,20.6877152445314,17.042614595
PPO_default,4,31,31,24,0,-122.874448887912,2.27820322093003,3.23716695262383,0.181686137602143,0.766666666666667,0.00899186674867753,0.0413347287209089,0.180054331452382,6.01899250746481,19.3158075247763,16.7145255283333
SAC_default,0,31,31,0,0,-30.0693081131611,0.326505573383425,1.35138746207253,0.0526003513017467,0,0.00479170261956303,0.340358780679511,0.0313591971010302,9.60013729364261,18.8190640549411,27.7288033466667
SAC_default,1,31,0,0,1,-11.7774572970819,0.439176138860173,0.924001550084157,0.0801756048247463,0,0,0.000508992208418317,0.0235774214125006,0.19345278246783,4.87405635040539,27.8449295816667
SAC_default,2,31,0,0,1,-7.13537652936107,0.135283373865895,0.481973407616469,0.268441865405675,0,0,0.307651924435639,0.0702029983563525,14.4939316902615,11.5194548999317,27.7526056116667
SAC_default,3,31,31,0,0,-75.0109713985447,1.10762328888738,1.96231434936228,0.306766939934169,0,0.00658643948771796,0.0422528240087079,0.197980756288757,0.217491271100122,17.2420431578257,27.725916415
SAC_default,4,31,0,0,1,-4.4394844746663,0.162714249365989,0.646041552768392,0.0379580323585414,0,0,0.160691154734914,0.0223114323029271,6.60296130147096,18.1095256069781,27.903304995
TRPO_default,0,31,0,0,1,-0.314998425951621,0.00564941245610827,0.164683464413605,0.0463596075826772,0,0,0.00922617857075225,0.0269693362147311,3.32135945093822,0.244870393059729,8.52572331666667
TRPO_default,1,31,0,0,1,-2.84734189411229,0.10475466626122,0.608424916820634,0.0429677696048122,0,0,0.00551737683412954,0.0172886395351573,0.949983839105632,0.877075000239619,8.61640959166667
TRPO_default,2,31,0,0,1,-0.999775771018409,0.0349357185991189,0.423875121792096,0.0197148552671923,0,0,0.00812663941122276,0.0155803290360775,1.25575703984502,1.69291940980887,8.51313794333333
TRPO_default,3,31,0,0,1,-0.167490296806816,0.00560358867773562,0.228638110500475,0.0116359268393143,0,0,0.00929308049698047,0.00708218466181102,1.31450260272031,0.146044967261988,8.584102685
TRPO_default,4,31,0,0,1,-0.094655127775034,0.00252409870030911,0.170589831039441,0.0158625707492378,0,0,0.00843649777649542,0.0143334002548624,1.90307363440102,0.33303270133879,8.47325794
