config,nSuccess,K1_mean,K1_std,K2_mean,K2_std,K3_mean,K3_std,K4_mean,K4_std,K5_mean,K5_std,K6_mean,K6_std,K7_mean,K7_std,K8_mean,K8_std,K9_mean,K9_std,T1_mean,T1_std,T2_mean,T2_std
TRPO_default,5,-0.884852303132834,1.15415835823941,0.0306934969388985,0.0434547980873891,0.31924228891325,0.192853391601084,0.0273081460086468,0.0161435723298391,0,0,0,0,0.00811995461791609,0.00153896159311427,0.0162507779405279,0.00714411628195879,1.74893531340204,0.944266426678159,0.658788494341799,0.643705426571047,8.54252629533334,0.0572962870322478
PPO_default,1,-2.2094865376118,NaN,0.0614156806399318,NaN,0.439593289075491,NaN,0.0451202652065312,NaN,0,NaN,0,NaN,0.511986746989091,NaN,0.0465458581618435,NaN,30.7853458534641,NaN,10.1976236178621,NaN,17.01856434,NaN
SAC_default,3,-7.78410610036975,3.71175145017191,0.245724587364019,0.168094438679206,0.684005503489673,0.22344611397188,0.128858500862988,0.122711929326482,0,0,0,0,0.15628402379299,0.153618886555782,0.0386972840239267,0.0272920905905668,7.09678192473342,7.16301740567703,11.5010122857717,6.61775390203755,27.8336133961111,0.0759843278308576
