config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.0054234297924428,0.00302122622091763,0.0330717013931979,0.0253244163579557,7.46005878733333,0.0519376798758591
