config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
TRPO_default,5,0.0101947914308449,0.0140340606179571,0.0382192246217225,0.0157203314169304,8.483151763,0.074776730087308
PPO_default,2,0.0721695339667931,0.0685625544303836,0.0580883777413329,0.0150168254838828,16.468308395,0.529213811769789
SAC_default,1,0.146037852147297,NaN,0.0516180035864116,NaN,27.536939205,NaN
