config,seed,nEpisodes,nAbort,nAbortCollision,success,K1,K2,K3,K4,K5,K6,K7,K8,K9,T1,T2
PPO_default,0,31,0,0,1,-0.870730642393902,0.0236884867935971,0.249604098817559,0.0474698786097844,0,0,0.316903210645169,0.026389487843874,7.25498204257648,0.82040887172494,16.84251907
PPO_default,1,31,31,0,0,-68.4969012954491,0.94622808876633,1.85144361261916,0.336456339147798,0,0.00607947805456703,0.0384866173564428,0.342835610062668,6.05898542449691,27.4318635965243,17.0496283066667
PPO_default,2,31,0,0,1,-3.77981751581509,0.120650581139989,0.781361935887668,0.0687068768728814,0,0,0.637764826129916,0.0504025465767517,17.3641519677247,7.97939911755538,16.09409772
PPO_default,3,31,31,0,0,-70.0894547771079,0.580846482544945,1.73305644252577,0.142231379689959,0,0.0123417273820471,0.0687833648137995,0.17200221998454,2.76264261118354,20.0082845808146,15.8955816516667
PPO_default,4,31,31,0,0,-72.807419530558,1.24554636483756,2.27699938803356,0.173838277136311,0,0.0102453102453102,0.0349344987015537,0.188431568761848,7.89464648872637,16.4786808132406,15.616549105
SAC_default,0,31,26,0,0,-9.16584669625769,0.0491106955592785,0.358256191001212,0.228739830448077,0,0.00378294919553594,0.368878515491752,0.145911883698654,7.10258379626908,26.2714187557324,28.1233966516667
SAC_default,1,31,31,31,0,-60.9985414442607,0.793146627630556,2.37628736746197,0.071676725771421,1,0,0.112183629681572,0.0999224910088963,5.13883265716032,24.7398993703362,27.711952015
SAC_default,2,31,31,0,0,-21.1180755719999,0.112876534340157,0.970171632688905,0.214659039652736,0,0.00421244878821465,0.320149974431551,0.103666966976028,5.13009847333672,16.0887678120473,27.7409244183333
SAC_default,3,31,0,0,1,-4.41691595966358,0.146037852147297,0.599355108354633,0.0516180035864116,0,0,0.104882927345329,0.0391807248394149,10.3946155399345,17.6982600396176,27.536939205
SAC_default,4,31,22,0,0,-10.2404574924104,0.148509545790694,0.648075829039573,0.328905333189375,0,0.00350928915784419,0.340702001090353,0.0627903920577906,8.27759412108487,20.4142429331176,27.4569014666667
TRPO_default,0,31,0,0,1,-0.115683035953142,0.00297248160656892,0.151188290203557,0.0250846385598807,0,0,0.0100397153708465,0.0131945829673158,1.91076891159707,0.308164990114831,8.39179553333333
TRPO_default,1,31,0,0,1,-1.20644868362594,0.0351404074611672,0.370205927817192,0.065219479651224,0,0,0.00947985255173591,0.0169749506799182,3.2087338255715,3.9585481527532,8.51644695166667
TRPO_default,2,31,0,0,1,-0.163457427045285,0.00285622781500358,0.150337150645314,0.0296923818192152,0,0,0.00843061952434018,0.0210048283622436,1.96287666285397,0.356574083879926,8.57265727
TRPO_default,3,31,0,0,1,-0.179763948448271,0.00332940547535915,0.145471342786355,0.0356628959521545,0,0,0.00999033236496585,0.0171174644127409,3.04251163427638,0.179578556838729,8.51436615833333
TRPO_default,4,31,0,0,1,-0.283029225232079,0.00667543479612567,0.222651559701002,0.035436727126138,0,0,0.0119092271469875,0.0225545526601589,3.4987114945667,0.286380910921774,8.42049290166667
