config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,4,0.0030305439839616,0.00152907052765965,0.10369926571599,0.0525926489900311,8.45163571458333,1.00148700344716
