episode,max_episodes,reward,steps,elapsed_s,time
1,1000,-10.462487,85,2.3,2026-09-20 22:45:56
2,1000,-3.805379,85,3.2,2026-09-20 22:45:57
3,1000,-12.460304,85,4.2,2026-09-20 22:45:58
4,1000,-7.741541,85,5.1,2026-09-20 22:45:59
5,1000,-7.858426,85,6.1,2026-09-20 22:46:00
6,1000,-9.012051,85,7.0,2026-09-20 22:46:01
7,1000,-13.339121,85,8.0,2026-09-20 22:46:02
8,1000,-11.256014,85,8.9,2026-09-20 22:46:03
9,1000,-12.590016,85,9.8,2026-09-20 22:46:04
10,1000,-14.002426,85,10.8,2026-09-20 22:46:05
11,1000,-16.858327,85,11.7,2026-09-20 22:46:06
12,1000,-12.421247,85,12.7,2026-09-20 22:46:06
13,1000,-7.831427,85,13.6,2026-09-20 22:46:07
14,1000,-6.729774,85,14.5,2026-09-20 22:46:08
15,1000,-8.923753,85,15.5,2026-09-20 22:46:09
16,1000,-12.458102,85,16.4,2026-09-20 22:46:10
17,1000,-11.813685,85,17.4,2026-09-20 22:46:11
18,1000,-17.676659,85,18.3,2026-09-20 22:46:12
19,1000,-10.301462,85,19.2,2026-09-20 22:46:13
20,1000,-2.576884,85,20.2,2026-09-20 22:46:14
21,1000,-12.117989,85,21.1,2026-09-20 22:46:15
22,1000,-13.914477,85,22.0,2026-09-20 22:46:16
23,1000,-12.064913,85,23.0,2026-09-20 22:46:17
24,1000,-7.470628,85,23.9,2026-09-20 22:46:18
25,1000,-7.980093,85,24.9,2026-09-20 22:46:19
26,1000,-9.675644,85,25.8,2026-09-20 22:46:20
27,1000,-15.853331,85,26.7,2026-09-20 22:46:21
28,1000,-14.599674,85,27.6,2026-09-20 22:46:21
29,1000,-14.979103,85,28.6,2026-09-20 22:46:22
30,1000,-15.168356,85,29.5,2026-09-20 22:46:23
31,1000,-14.860216,85,30.4,2026-09-20 22:46:24
32,1000,-18.232613,85,32.6,2026-09-20 22:46:26
33,1000,-14.640962,85,33.6,2026-09-20 22:46:27
34,1000,-7.446116,85,34.5,2026-09-20 22:46:28
35,1000,-8.023279,85,35.4,2026-09-20 22:46:29
36,1000,-10.171073,85,36.3,2026-09-20 22:46:30
37,1000,-11.295179,85,37.3,2026-09-20 22:46:31
38,1000,-17.841242,85,38.2,2026-09-20 22:46:32
39,1000,-7.936021,85,39.1,2026-09-20 22:46:33
40,1000,-7.858584,85,40.1,2026-09-20 22:46:34
41,1000,-11.754226,85,41.0,2026-09-20 22:46:35
42,1000,-13.813207,85,41.9,2026-09-20 22:46:36
43,1000,-8.557795,85,42.8,2026-09-20 22:46:37
44,1000,-8.596715,85,43.8,2026-09-20 22:46:38
45,1000,-7.318724,85,44.7,2026-09-20 22:46:39
46,1000,-10.071436,85,45.6,2026-09-20 22:46:39
47,1000,-5.386503,85,46.6,2026-09-20 22:46:40
