config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.259225092796404,0.0552419766638061,0.0135766005541743,0.00449998468559718,7.40048540866667,0.0663328787166508
