config,nSuccess,K1_mean,K1_std,K2_mean,K2_std,K3_mean,K3_std,K4_mean,K4_std,K5_mean,K5_std,K6_mean,K6_std,K7_mean,K7_std,K8_mean,K8_std,K9_mean,K9_std,T1_mean,T1_std,T2_mean,T2_std
PPO_optimized,5,-0.129235770285754,0.0595627110613684,0.00384216060262097,0.00145153799450217,0.159686106032403,0.00853033423397954,0.0182876088718513,0.00575140975891205,0,0,0,0,0.00999349680834522,0.000705885360565491,0.0115791719118714,0.00571835177536311,2.20505708963448,0.377359538557785,0.104081028467386,0.024311295595915,16.4966960223333,0.293165982154267
