config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.00478213170033711,0.00216017994861471,0.0174855044253209,0.0139210800406446,10.363896835,1.16413694717253
