config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.0113576954510816,0.00492661141446708,0.017899701145291,0.00726991695839539,15.2203254126667,0.0869821232882465
