config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.00580793810114428,0.00510021091005497,0.0207684087485538,0.0120012527529235,15.9575853963333,0.127236348602145
