config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.0026116194758087,0.00100835497125891,0.0164152738878943,0.00288526536559191,15.482348319,0.104739716177222
