config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.00628630664828042,0.00427426426013469,0.0695378319136169,0.0600307070272244,14.4948326416667,0.548927496370671
