config,nSuccess,K1_mean,K1_std,K2_mean,K2_std,K3_mean,K3_std,K4_mean,K4_std,K5_mean,K5_std,K6_mean,K6_std,K7_mean,K7_std,K8_mean,K8_std,K9_mean,K9_std,T1_mean,T1_std,T2_mean,T2_std
PPO_optimized,5,-0.274703760203622,0.184890119468635,0.00632317430224141,0.00419734483834978,0.223889853506193,0.0872085980699545,0.0350335957362873,0.0249509700938132,0,0,0,0,0.0100373566868256,0.00163744844688803,0.0142221472387211,0.00691298043646757,2.45404573106622,0.462926652125351,0.146017065692115,0.0461664665599086,11.664492032,0.100268965704518
