config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.00632317430224141,0.00419734483834978,0.0350335957362873,0.0249509700938132,11.664492032,0.100268965704518
