config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.00435062703537368,0.00303982154875627,0.0276737949023652,0.012892975252276,16.15166729,0.207260422638815
