config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.00721212268801307,0.00718395130680364,0.0119346899886044,0.00454777227721572,16.312342391,0.304647694074859
