config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.00420378536200814,0.00296698777357707,0.0187079497719295,0.00956693951587503,11.2443971943333,0.23793730794444
