config,nSuccess,K1_mean,K1_std,K2_mean,K2_std,K3_mean,K3_std,K4_mean,K4_std,K5_mean,K5_std,K6_mean,K6_std,K7_mean,K7_std,K8_mean,K8_std,K9_mean,K9_std,T1_mean,T1_std,T2_mean,T2_std
PPO_optimized,5,-0.142371723006587,0.103831726792437,0.00420378536200814,0.00296698777357707,0.166073304996288,0.01345596860109,0.0187079497719295,0.00956693951587503,0,0,0,0,0.0093827936041,0.00141238552172627,0.0100933610795789,0.00525574029579913,1.94253349611181,0.480267507892454,0.104454923392949,0.0334777949035106,11.2443971943333,0.23793730794444
