config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.00358590360638341,0.00203061833725069,0.01489058983069,0.00614294398380168,14.0215909036667,1.24613513885413
