episode,max_episodes,reward,steps,elapsed_s,time
1,1000,-22.251161,85,2.9,2026-09-20 17:36:33
2,1000,-26.992367,85,6.1,2026-09-20 17:36:36
3,1000,-32.785345,62,6.9,2026-09-20 17:36:37
4,1000,-23.479575,85,7.6,2026-09-20 17:36:38
5,1000,-9.709266,85,8.3,2026-09-20 17:36:38
6,1000,-4.666981,85,9.0,2026-09-20 17:36:39
7,1000,-41.499604,72,9.5,2026-09-20 17:36:39
8,1000,-15.665467,85,10.2,2026-09-20 17:36:40
9,1000,-7.854803,85,10.9,2026-09-20 17:36:41
10,1000,-8.601718,85,11.5,2026-09-20 17:36:41
11,1000,-5.134596,85,12.2,2026-09-20 17:36:42
12,1000,-7.343170,85,13.0,2026-09-20 17:36:43
13,1000,-11.090697,85,14.1,2026-09-20 17:36:44
14,1000,-17.523481,85,15.4,2026-09-20 17:36:45
15,1000,-11.937658,85,16.2,2026-09-20 17:36:46
16,1000,-12.185093,85,17.2,2026-09-20 17:36:47
17,1000,-14.309036,85,18.1,2026-09-20 17:36:48
18,1000,-17.884827,85,18.9,2026-09-20 17:36:49
19,1000,-11.983447,85,19.7,2026-09-20 17:36:50
20,1000,-10.049314,85,20.4,2026-09-20 17:36:50
21,1000,-8.949735,85,21.8,2026-09-20 17:36:52
22,1000,-16.398195,85,22.6,2026-09-20 17:36:52
23,1000,-10.145205,85,23.3,2026-09-20 17:36:53
24,1000,-4.782219,85,24.4,2026-09-20 17:36:54
25,1000,-25.990143,85,25.3,2026-09-20 17:36:55
26,1000,-17.926602,85,26.1,2026-09-20 17:36:56
27,1000,-11.938246,85,27.0,2026-09-20 17:36:57
28,1000,-9.037106,85,27.9,2026-09-20 17:36:58
29,1000,-7.213769,85,29.5,2026-09-20 17:36:59
30,1000,-10.388984,85,30.7,2026-09-20 17:37:01
31,1000,-10.904085,85,31.7,2026-09-20 17:37:02
32,1000,-5.845817,85,32.6,2026-09-20 17:37:03
33,1000,-14.786425,85,33.6,2026-09-20 17:37:03
34,1000,-3.400414,85,34.6,2026-09-20 17:37:04
35,1000,-9.326532,85,35.6,2026-09-20 17:37:06
36,1000,-9.028470,85,36.7,2026-09-20 17:37:07
37,1000,-11.398576,85,37.7,2026-09-20 17:37:08
38,1000,-28.501467,85,38.8,2026-09-20 17:37:09
39,1000,-7.045662,85,39.9,2026-09-20 17:37:10
40,1000,-13.464337,85,41.1,2026-09-20 17:37:11
41,1000,-15.205001,85,43.4,2026-09-20 17:37:13
42,1000,-11.123281,85,45.6,2026-09-20 17:37:15
43,1000,-7.187647,85,47.2,2026-09-20 17:37:17
44,1000,-7.440093,85,48.4,2026-09-20 17:37:18
45,1000,-5.064996,85,49.5,2026-09-20 17:37:19
46,1000,-8.934770,85,50.6,2026-09-20 17:37:21
47,1000,-5.274563,85,51.8,2026-09-20 17:37:22
48,1000,-4.543528,85,53.0,2026-09-20 17:37:23
49,1000,-10.039460,85,54.3,2026-09-20 17:37:24
50,1000,-9.319268,85,55.5,2026-09-20 17:37:25
51,1000,-5.618696,85,56.7,2026-09-20 17:37:27
52,1000,-10.042655,85,58.0,2026-09-20 17:37:28
53,1000,-25.995898,85,59.2,2026-09-20 17:37:29
54,1000,-16.610050,85,60.5,2026-09-20 17:37:30
55,1000,-6.584754,85,61.8,2026-09-20 17:37:32
56,1000,-15.983057,85,63.2,2026-09-20 17:37:33
57,1000,-10.741310,85,64.7,2026-09-20 17:37:35
58,1000,-22.369431,85,66.1,2026-09-20 17:37:36
59,1000,-4.040518,85,67.5,2026-09-20 17:37:37
60,1000,-6.293447,85,68.9,2026-09-20 17:37:39
61,1000,-17.615617,85,70.3,2026-09-20 17:37:40
