config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.00405280094175393,0.00261717976470387,0.0224932513660193,0.00689359802568633,9.23863288033333,1.83130203946762
