config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,10,0.00590671122449721,0.00525948735278129,0.0187718035019896,0.0110057127564115,7.296205625,0.0405146242311681
TRPO_default,10,0.0125456281876838,0.0104625868708846,0.0289923259230169,0.022811083573716,8.60390446216667,0.10927127162321
PPO_default,1,0.052785973517066,NaN,0.128886342232529,NaN,6.08156925333333,NaN
