variant,config,nRuns,nSuccess,abortRate,K1_mean,K1_std,K1_median,K2_mean,K2_std,K2_median,K4_mean,K4_std,K4_median,T2_mean
nominal weights,PPO_optimized,5,5,0,-0.195733844715115,0.126364785095107,-0.169719480292026,0.00499896167039434,0.00160644954818481,0.00474628026056363,0.0252233394498388,0.0206847627523604,0.0147745165048544,8.64880686033333
wp x0.5,PPO_optimized,5,5,0,-0.332256825505965,0.139505345789046,-0.249689836091035,0.0113576954510816,0.00492661141446708,0.0088082360677255,0.017899701145291,0.00726991695839539,0.0146936623571195,15.2203254126667
wp x2,PPO_optimized,5,5,0,-0.553683646019201,0.690594955549692,-0.369077055569208,0.00628630664828042,0.00427426426013469,0.00621011596102409,0.0695378319136169,0.0600307070272244,0.0525281307639408,14.4948326416667
wv x0.5,PPO_optimized,5,5,0,-0.0886350224784903,0.0279168342775701,-0.089237100437475,0.0026116194758087,0.00100835497125891,0.00290093280545803,0.0164152738878943,0.00288526536559191,0.0162658157690614,15.482348319
wv x2,PPO_optimized,5,5,0,-0.189913065940147,0.16514880511313,-0.105690548026636,0.00580793810114428,0.00510021091005497,0.00356384665976491,0.0207684087485538,0.0120012527529235,0.0155664944299794,15.9575853963333
wori x0.5,PPO_optimized,5,5,0,-0.183090286039632,0.107209697011278,-0.167106796008408,0.00435062703537368,0.00303982154875627,0.00271884212573851,0.0276737949023652,0.012892975252276,0.0257421692686428,16.15166729
wori x2,PPO_optimized,5,5,0,-0.204786992549217,0.193603758872559,-0.106952118508674,0.00721212268801307,0.00718395130680364,0.00368141263631264,0.0119346899886044,0.00454777227721572,0.0121075202677123,16.312342391
wwb x0.5,PPO_optimized,5,5,0,-0.129235770285754,0.0595627110613684,-0.119087708507169,0.00384216060262097,0.00145153799450217,0.00392982057302665,0.0182876088718513,0.00575140975891205,0.0189030857235098,16.4966960223333
wwb x2,PPO_optimized,5,5,0,-0.158055395444909,0.0999452916542154,-0.0949912902643604,0.00509040648909448,0.00365718814716664,0.00337019605942366,0.0154296451373008,0.00642030884924373,0.0152203856825424,16.6727978986667
