config,nSuccess,K2_mean,K2_std,K4_mean,K4_std,T2_mean,T2_std
PPO_optimized,5,0.00565458860992235,0.00418082972678967,0.0310378525697268,0.0179860349967717,15.0828887676667,0.435355647478371
