config,nSuccess,K1_mean,K1_std,K2_mean,K2_std,K3_mean,K3_std,K4_mean,K4_std,K5_mean,K5_std,K6_mean,K6_std,K7_mean,K7_std,K8_mean,K8_std,K9_mean,K9_std,T1_mean,T1_std,T2_mean,T2_std
PPO_optimized,5,-0.226193206883598,0.0872004759595844,0.00565458860992235,0.00418082972678967,0.204844810078458,0.075284256592497,0.0310378525697268,0.0179860349967717,0,0,0,0,0.00945282405690923,0.00108690461537999,0.0147097478627382,0.00607520712127746,2.03419917390423,0.424868912498875,0.105338328315561,0.0217376450429867,15.0828887676667,0.435355647478371
